query,gt_key1,gt_val1,gt_key2,gt_val2,gt_key3,gt_val3,gt_key4,gt_val4,gt_key5,gt_val5,gt_key6,gt_val6,gt_key7,gt_val7,gt_key8,gt_val8,gt_key9,gt_val9,gt_key10,gt_val10,gt_key11,gt_val11,,qmeans_key1,qmeans_val1,qmeans_key2,qmeans_val2,qmeans_key3,qmeans_val3,qmeans_key4,qmeans_val4,qmeans_key5,qmeans_val5,qmeans_key6,qmeans_val6,qmeans_key7,qmeans_val7,,gemma_key1,gemma_val1,gemma_key2,gemma_val2,gemma_key3,gemma_val3,gemma_key4,gemma_val4,gemma_key5,gemma_val5,gemma_key6,gemma_val6,gemma_key7,gemma_val7,gemma_key8,gemma_val8,gemma_key9,gemma_val9,,qmeans_key_match,gemma_key_match,qmeans_kv_match,gemma_kv_match,qmeans_val_any_match,gemma_val_any_match,total_gold_attrs
Synchronous Transformer,part type,transformer,feature,synchronous,,,,,,,,,,,,,,,,,,,,product,synchronous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2
FHP Motor,part type,motor,feature,FHP,,,,,,,,,,,,,,,,,,,,part type,motor,product,fhp motor,,,,,,,,,,,,part type,motor,feature,FHP,,,,,,,,,,,,,,,,1,2,1,2,1,2,2
5HP Single Phase Buffing Machine Motor,part type,motor,horsepower,5HP,phase,single,usage,buffing machine,,,,,,,,,,,,,,,,power,5hp,product,buffing machine,phase,single phase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,2,0,4
Motor Brakes,part type,motor brakes,,,,,,,,,,,,,,,,,,,,,,product,motor brakes,,,,,,,,,,,,,,part type,motor brakes,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1
1hp three phase ac vibration motor,part type,motor,horsepower,1hp,phase,3,power source,ac,feature,vibration,,,,,,,,,,,,,,power,1hp,motor type,ac vibration motor,phase,three phase,product,vibration motor,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,5
Explosion Proof Motors,part type,motor,feature,explosion proof,,,,,,,,,,,,,,,,,,,,product,explosion proof motors,,,,,,,,,,,,,,feature,Explosion Proof,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,2
Aei/Marathon Motor Brush Holder,brand,Aei; Marathon,part type,brush holder,usage,motor,,,,,,,,,,,,,,,,,,motor part type,brush holder,product,motor brush holder,,,,,,,,,,,,part type,brush holder,brand,Aei/Marathon,,,,,,,,,,,,,,,,0,2,0,1,1,1,3
75 Hp Induction Motor,part type,motor,horsepower,75 Hp,driven type,induction,,,,,,,,,,,,,,,,,,rated power,75 hp,motor type,induction,product,induction motor,,,,,,,,,,part type,motor,brand,,driven type,induction,horsepower,75 Hp,,,,,,,,,,,,0,3,0,3,2,3,3
Squirrel Cage Motors,part type,motor,driven type,squirrel cage,,,,,,,,,,,,,,,,,,,,motor type,squirrel cage,product,squirrel cage motors,,,,,,,,,,,,part type,motor,driven type,squirrel cage,,,,,,,,,,,,,,,,0,2,0,2,1,2,2
Pneumatic Diaphragm Actuator,part type,actuator,power source,pneumatic,driven type,diaphragm,,,,,,,,,,,,,,,,,,actuator type,diaphragm,power source,pneumatic,product,pneumatic diaphragm actuator,,,,,,,,,,part type,actuator,driven type,pneumatic diaphragm,,,,,,,,,,,,,,,,1,2,1,1,2,1,3
3 phase motor starter oil free,part type,motor starter,phase,3,feature,oil free,,,,,,,,,,,,,,,,,,phase,3 phase,usage,motor starter,product,3 phase motor starter,,,,,,,,,,part type,motor starter,phase,3 phase,feature,oil free,,,,,,,,,,,,,,1,3,0,2,1,2,3
3 phase motor starter near jodhpur oil free,part type,motor starter,phase,3,feature,oil free,location/city,jodhpur,,,,,,,,,,,,,,,,phase,3 phase,usage,motor starter,product,3 phase motor starter,,,,,,,,,,part type,motor starter,phase,3 phase,feature,oil free,,,,,,,,,,,,,,1,3,0,2,1,2,4
12 Inch 3000W Scooter Brushless DC Wheel Hub Motor Controller,part type,motor controller,size,12 Inch,power,3000W,usage,scooter wheel hub,driven type,brushless,power source,DC,,,,,,,,,,,,wheel size,12 inch,power,3000w,motor type,dc,usage,scooter,product,motor controller,,,,,,part type,motor controller,power,3000W,size,12 Inch,driven type,brushless,voltage,DC,application,Scooter,,,,,,,,2,4,1,4,4,5,6
helical geared motor 2hp,part type,motor,driven type,helical geared,horsepower,2hp,,,,,,,,,,,,,,,,,,power,2hp,motor type,helical,product,helical geared motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,3
helical geared motor 2hp near hyderabad,part type,motor,driven type,helical geared,horsepower,2hp,location/city,hyderabad,,,,,,,,,,,,,,,,power,2hp,motor type,helical,product,helical geared motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4
deep electricals vibrator motor,brand,deep electricals,part type,motor,feature,vibrator,,,,,,,,,,,,,,,,,,brand,deep electricals,product,electricals vibrator motor,,,,,,,,,,,,part type,motor,brand,deep electricals,driven type,vibrator,,,,,,,,,,,,,,1,2,1,2,1,3,3
Single Phase Digital Motor Starter,part type,motor starter,phase,single,feature,digital,,,,,,,,,,,,,,,,,,display type,digital,usage,motor starter,phase,single phase,product,single phase digital motor starter,,,,,,,,part type,motor starter,phase,Single Phase,feature,Digital,,,,,,,,,,,,,,1,3,0,2,2,2,3
motor starter spark,part type,motor starter,feature,spark,,,,,,,,,,,,,,,,,,,,usage,motor starter,product,motor starter,,,,,,,,,,,,part type,motor starter,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,2
Copper Carbon Brush For Slipring Motor,part type,carbon brush,material,copper,usage,slipring motor,,,,,,,,,,,,,,,,,,motor part type,brush,material,copper,usage,slipring motor,product,copper carbon brush,,,,,,,,material,Copper,part type,Carbon Brush,usage,Slipring Motor,,,,,,,,,,,,,,2,3,2,3,2,3,3
750 rpm 1 0.18 kw marathon electric motor,brand,marathon,part type,motor,rpm,750 rpm,power,0.18 kw,power source,electric,,,,,,,,,,,,,,power,0.18 kw,speed,750 rpm,brand,marathon,product,marathon electric motor,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,5
Moving Magnetic Linear Motor,part type,motor,driven type,linear,feature,moving magnetic,,,,,,,,,,,,,,,,,,motor type,linear,product,linear motor,,,,,,,,,,,,part type,motor,driven type,linear,feature,moving magnetic,,,,,,,,,,,,,,0,3,0,3,1,3,3
Abb Used Ac Motors,brand,Abb,part type,motor,power source,Ac,feature,used,,,,,,,,,,,,,,,,brand,abb,motor type,ac,condition,used,product,used ac motors,,,,,,,,part type,motors,brand,Abb,driven type,ac,,,,,,,,,,,,,,1,2,1,1,3,2,4
5 In 1 Magic Brush,part type,brush,feature,5 In 1 magic,,,,,,,,,,,,,,,,,,,,features,5 in 1,product,brush,,,,,,,,,,,,part type,brush,feature,5 In 1 Magic,,,,,,,,,,,,,,,,0,2,0,2,1,2,2
Bonfiglioli A Series Gear Motor,brand,Bonfiglioli,part type,motor,series,A,driven type,geared,,,,,,,,,,,,,,,,series,a series,brand,bonfiglioli,motor type,gear motor,product,gear motor,,,,,,,,part type,motor,brand,Bonfiglioli,series,A Series,driven type,Gear,,,,,,,,,,,,2,4,1,2,1,2,4
Industrial Electric Motor,part type,motor,power source,electric,application,industrial,,,,,,,,,,,,,,,,,,power source,electric,usage,industrial,product,industrial electric motor,,,,,,,,,,part type,motor,usage,Industrial,power source,Electric,,,,,,,,,,,,,,1,2,1,2,2,3,3
High Speed Motor,part type,motor,feature,high speed,,,,,,,,,,,,,,,,,,,,speed,high speed,part type,motor,product,high speed motor,,,,,,,,,,part type,motor,feature,High Speed,,,,,,,,,,,,,,,,1,2,1,2,2,2,2
"7.5 kw 10 hp havells induction motor, 1440 rpm",brand,havells,part type,motor,power,7.5 kw,horsepower,10 hp,driven type,induction,rpm,1440 rpm,,,,,,,,,,,,speed,1440 rpm,rated power,7.5 kw,brand,havells,motor type,induction,product,havells induction,,,,,,brand,havells,part type,motor,driven type,induction,horsepower,10 hp,power,7.5 kw,rpm,1440,,,,,,,,1,6,1,5,4,5,6
Industrial%20Motors,part type,motor,application,industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part type,motors,usage,Industrial,,,,,,,,,,,,,,,,0,1,0,0,0,1,2
Industrial%20Electric Motor,part type,motor,power source,electric,application,industrial,,,,,,,,,,,,,,,,,,usage,industrial%20electric,product,motor,,,,,,,,,,,,part type,motor,power source,electric,usage,industrial,,,,,,,,,,,,,,0,2,0,2,1,3,3
SIMOTICS 1FK7 1FK7043-4CH7 MOTER 1.2kW,part type,motor,series,SIMOTICS 1FK7,model name/number,1FK7043-4CH7,power,1.2kW,,,,,,,,,,,,,,,,output power,1.2kw,model name/number,1fk7 1fk7043-4ch7,product,moter,,,,,,,,,,part type,MOTER,brand,SIMOTICS,model name/number,1FK7 1FK7043-4CH7,power,1.2kW,,,,,,,,,,,,1,3,0,1,1,1,4
electric motorized actuator,part type,actuator,power source,electric,feature,motorized,,,,,,,,,,,,,,,,,,power source,electric,actuator type,motorized,product,electric motorized actuator,,,,,,,,,,part type,actuator,power source,electric,driven type,motorized,,,,,,,,,,,,,,1,2,1,2,2,3,3
armature of stanley sc-16,brand,stanley,part type,armature,model name/number,sc-16,,,,,,,,,,,,,,,,,,type of power tool,armature,model number,sc-16,brand,stanley,product,armature,,,,,,,,part type,armature,brand,stanley,model name/number,sc-16,,,,,,,,,,,,,,1,3,1,3,3,3,3
high power dc water motors project,part type,motor,power source,dc,usage,water; project,feature,high power,,,,,,,,,,,,,,,,motor type,dc,product,water motors,,,,,,,,,,,,part type,water motors,power source,dc,feature,high power,usage,project,,,,,,,,,,,,0,4,0,3,1,3,4
high power dc water motors for project near badlapur,part type,motor,power source,dc,usage,water; project,feature,high power,location/city,badlapur,,,,,,,,,,,,,,motor type,dc,product,water motors,,,,,,,,,,,,driven type,dc,usage,water motors for project,power,high power,location/city,badlapur,,,,,,,,,,,,0,2,0,1,1,3,5
150HP 960 RPM ELECTRIC MOTOR,part type,motor,horsepower,150HP,rpm,960 RPM,power source,electric,,,,,,,,,,,,,,,,power,150hp,speed,960 rpm,product,electric motor,,,,,,,,,,part type,motor,horsepower,150HP,rpm,960 RPM,power source,electric,,,,,,,,,,,,0,4,0,4,2,4,4
30HP 960 RPM ELECTRIC MOTOR,part type,motor,horsepower,30HP,rpm,960 RPM,power source,electric,,,,,,,,,,,,,,,,motor hp,30hp,product,electric motor,,,,,,,,,,,,part type,motor,horsepower,30HP,rpm,960 RPM,power source,electric,,,,,,,,,,,,0,4,0,4,1,4,4
600 kg sliding gate motor,part type,motor,weight capacity,600 kg,usage,sliding gate,,,,,,,,,,,,,,,,,,weight capacity,600 kg,usage,sliding gate,product,sliding gate motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,3
75HP Face Mounted Motor Marathon,brand,Marathon,part type,motor,horsepower,75HP,mounting type,face mounted,,,,,,,,,,,,,,,,power,75hp,brand,marathon,product,face mounted motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,4
high power dc motors,part type,motor,power source,dc,feature,high power,,,,,,,,,,,,,,,,,,motor type,dc,product,high power,,,,,,,,,,,,part type,dc motors,power,high,,,,,,,,,,,,,,,,0,1,0,0,2,0,3
Switch Reluctance Motor,part type,motor,driven type,switch reluctance,,,,,,,,,,,,,,,,,,,,motor type,reluctance motor,product,switch reluctance motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Tower Fan Motor,part type,motor,usage,tower fan,,,,,,,,,,,,,,,,,,,,part type,motor,usage,tower fan,product,tower fan motor,,,,,,,,,,part type,motor,feature,tower fan,,,,,,,,,,,,,,,,2,1,2,1,2,2,2
315 KW 1450 RPM ELECTEIC MOTOR,part type,motor,power,315 KW,rpm,1450 RPM,power source,electric,,,,,,,,,,,,,,,,speed,1450 rpm,power,315 kw,product,electeic motor,,,,,,,,,,power,315 KW,rpm,1450,part type,electric motor,,,,,,,,,,,,,,1,3,1,1,2,1,4
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1QB1,part type,motor,series,SIMOTICS S 1FK7,driven type,synchronous,model name/number,1FK7081-3BF71-1QB1,,,,,,,,,,,,,,,,model name/number,1fk7 1fk7081-3bf71-1qb1,motor type,synchronous,product,synchronous motor,,,,,,,,,,part type,synchronous motor,brand,SIMOTICS,model name/number,1FK7 1FK7081-3BF71-1QB1,,,,,,,,,,,,,,1,2,0,0,1,0,4
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RH1,part type,motor,series,SIMOTICS S 1FK7,driven type,synchronous,model name/number,1FK7081-3BF71-1RH1,,,,,,,,,,,,,,,,model name/number,1fk7 1fk7081-3bf71-1rh1,motor type,synchronous,product,synchronous motor,,,,,,,,,,part type,synchronous motor,brand,SIMOTICS,model name/number,1FK7 1FK7081-3BF71-1RH1,,,,,,,,,,,,,,1,2,0,0,1,0,4
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,brand,Sew,part type,motor,phase,3,horsepower,1 hp,power,0.75 kw; 1.5 KW,rpm,1440 rpm,feature,brake,quantity,1,,,,,,,,power,1,speed,1440 rpm,brand,sew,phase,three phase,product,three phase,,,,,,part type,Brake Motor,brand,Sew,driven type,Brake,model name/number,Sew Brake Motor,horsepower,1 hp,power,0.75 kw; 1.5 KW,rpm,1440,phase,three phase,quantity,1 piece,,3,7,1,3,3,5,8
3 HP 3 Phase Induction Motor 100%copper Winding,part type,motor,horsepower,3 HP,phase,3,driven type,induction,material,100% copper winding,,,,,,,,,,,,,,rated power,3 hp 3,motor type,induction,product,3 phase induction motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,5
Refrigerator Motor,part type,motor,usage,refrigerator,,,,,,,,,,,,,,,,,,,,part type,motor,usage,refrigerator,product,refrigerator motor,,,,,,,,,,part type,motor,usage,refrigerator,,,,,,,,,,,,,,,,2,2,2,2,2,2,2
220hp 960 rpm ELECTRIC MOTOR,part type,motor,horsepower,220hp,rpm,960 rpm,power source,electric,,,,,,,,,,,,,,,,power,220hp,speed,960 rpm,product,electric motor,,,,,,,,,,part type,motor,horsepower,220hp,rpm,960,power source,ELECTRIC,,,,,,,,,,,,0,4,0,3,2,3,4
SIMOTICS S synchronous motor 1FK7- 1FK7103-3BC71-1QA1,part type,motor,series,SIMOTICS S 1FK7,driven type,synchronous,model name/number,1FK7103-3BC71-1QA1,,,,,,,,,,,,,,,,model name/number,1fk7- 1fk7103-3bc71-1qa1,motor type,synchronous,product,synchronous motor,,,,,,,,,,part type,synchronous motor,brand,SIMOTICS,model name/number,1FK7- 1FK7103-3BC71-1QA1,,,,,,,,,,,,,,1,2,0,0,1,0,4
SIMOTICS S Synchronous motor 1FK7 1FK7103-2AC71-1RH1,part type,motor,series,SIMOTICS S 1FK7,driven type,synchronous,model name/number,1FK7103-2AC71-1RH1,,,,,,,,,,,,,,,,model name/number,1fk7 1fk7103-2ac71-1rh1,motor type,synchronous,product,synchronous motor,,,,,,,,,,part type,motor,brand,SIMOTICS,driven type,Synchronous,model name/number,1FK7 1FK7103-2AC71-1RH1,,,,,,,,,,,,1,3,0,2,1,2,4
Face Mounted Motor marathon 75hp,brand,marathon,part type,motor,mounting type,face mounted,horsepower,75hp,,,,,,,,,,,,,,,,power,75hp,mounting type,face,brand,marathon,,,,,,,,,,part type,Face Mounted Motor,brand,marathon,horsepower,75hp,,,,,,,,,,,,,,2,3,1,2,2,2,4
Solenoid Switches,part type,solenoid switches,,,,,,,,,,,,,,,,,,,,,,product,solenoid switches,,,,,,,,,,,,,,part type,solenoid switches,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1
Linear Motor,part type,motor,driven type,linear,,,,,,,,,,,,,,,,,,,,product,linear motor,,,,,,,,,,,,,,part type,motor,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,2
200KW Flange Induction Motor,part type,motor,power,200KW,mounting type,flange,driven type,induction,,,,,,,,,,,,,,,,rated power,200kw,mounting type,flange,motor type,induction motor,product,induction motor,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,4
valve positioner,part type,valve positioner,,,,,,,,,,,,,,,,,,,,,,usage,valve,product,valve positioner,,,,,,,,,,,,part type,valve positioner,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1
rotex positioner,brand,rotex,part type,positioner,,,,,,,,,,,,,,,,,,,,type,positioner,brand,rotex,product,positioner,,,,,,,,,,part type,positioner,brand,rotex,,,,,,,,,,,,,,,,1,2,1,2,2,2,2
AC Slip Ring Induction Motor,part type,motor,power source,AC,driven type,slip ring induction,,,,,,,,,,,,,,,,,,motor type,ac,product,slip ring induction motor,,,,,,,,,,,,part type,motor,driven type,AC Slip Ring Induction,,,,,,,,,,,,,,,,0,2,0,1,1,1,3
4HP Single Phase Electric Motor 220-240V 50-60Hz for Air Compressor,part type,motor,horsepower,4HP,phase,single,power source,electric,voltage,220-240V,frequency,50-60Hz,usage,air compressor,,,,,,,,,,voltage,220-240v,power,4hp,frequency,50-60hz,usage,air compressor,power source,electric,no of phase,single phase,product,single phase electric motor,,part type,motor,horsepower,4HP,phase,Single Phase,voltage,220-240V,frequency,50-60Hz,usage,Air Compressor,,,,,,,,4,6,4,5,5,5,7
Crompton  1.5HP 2800RPM  Foot Mounted Motor,brand,Crompton,part type,motor,horsepower,1.5HP,rpm,2800RPM,mounting type,foot mounted,,,,,,,,,,,,,,power,1.5hp,full load rpm,2800rpm,brand,crompton,mounting type,foot,product,foot mounted motor,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,3,0,5
Vending machine parts geair motor DC,part type,motor,driven type,geared,power source,DC,usage,vending machine parts,,,,,,,,,,,,,,,,motor type,dc,usage,vending machine,product,vending machine parts,,,,,,,,,,part type,motor,driven type,geair,power source,DC,usage,vending machine parts,,,,,,,,,,,,1,4,0,3,2,3,4
15 hp motor,part type,motor,horsepower,15 hp,,,,,,,,,,,,,,,,,,,,power,15 hp,part type,motor,product,15 hp motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2
VSI motor,part type,motor,model name/number,VSI,,,,,,,,,,,,,,,,,,,,part type,motor,product,motor,,,,,,,,,,,,part type,motor,model name/number,VSI,,,,,,,,,,,,,,,,1,2,1,2,1,2,2
Indo Cooler Motor Silver line,brand,Indo,part type,motor,usage,cooler,series,Silver line,,,,,,,,,,,,,,,,usage,cooler motor,brand,indo,color,silver,product,cooler motor,,,,,,,,brand,Indo,part type,motor,feature,Cooler,color,Silver line,,,,,,,,,,,,2,2,1,2,1,4,4
motor for toto,part type,motor,usage,toto,,,,,,,,,,,,,,,,,,,,part type,motor,product,motor,,,,,,,,,,,,part type,motor,usage,toto,,,,,,,,,,,,,,,,1,2,1,2,1,2,2
"Motor Lamination V-4, 92-48-25 (R)",part type,motor lamination,model name/number,V-4,size,92-48-25,,,,,,,,,,,,,,,,,,usage,motor,product,motor lamination,,,,,,,,,,,,model name/number,"V-4, 92-48-25 (R)",part type,Motor Lamination,,,,,,,,,,,,,,,,0,2,0,1,1,1,3
DANFOSS ACTUATOR AME435,brand,DANFOSS,part type,actuator,model name/number,AME435,,,,,,,,,,,,,,,,,,device type,actuator,model name/number,ame435,brand,danfoss,product,actuator,,,,,,,,brand,DANFOSS,part type,actuator,model name/number,AME435,,,,,,,,,,,,,,2,3,2,3,3,3,3
grinding-motor,part type,motor,usage,grinding,,,,,,,,,,,,,,,,,,,,product,grinding-motor,,,,,,,,,,,,,,part type,grinding,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,2
50 n 100 mm linear motor,part type,motor,driven type,linear,force,50 n,stroke length,100 mm,,,,,,,,,,,,,,,,diameter,100 mm,product,linear motor,,,,,,,,,,,,part type,linear motor,power,50 n,,,,,,,,,,,,,,,,0,1,0,0,1,1,4
Toy motor 3v,part type,motor,voltage,3v,usage,toy,,,,,,,,,,,,,,,,,,voltage,3v,product,toy motor,,,,,,,,,,,,part type,motor,voltage,3v,,,,,,,,,,,,,,,,1,2,1,2,1,2,3
100 mm linear motor,part type,motor,driven type,linear,stroke length,100 mm,,,,,,,,,,,,,,,,,,diameter,100 mm,product,linear motor,,,,,,,,,,,,part type,linear motor,size,100 mm,,,,,,,,,,,,,,,,0,1,0,0,1,1,3
Crompton Greaves 15HP 960RPM  Foot Mounted  Motor,brand,Crompton Greaves,part type,motor,horsepower,15HP,rpm,960RPM,mounting type,foot mounted,,,,,,,,,,,,,,power,15hp,speed,960rpm,brand,crompton,mounting type,foot,product,foot mounted motor,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,2,0,5
Crompton  2HP  2800RPM Flange Floor  Mounted  Motor,brand,Crompton,part type,motor,horsepower,2HP,rpm,2800RPM,mounting type,flange floor mounted,,,,,,,,,,,,,,speed,2800rpm,power,2hp,brand,crompton,mounting type,flange floor mounted,product,floor mounted,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,4,0,5
solenoid switch parts,part type,solenoid switch parts,,,,,,,,,,,,,,,,,,,,,,product,solenoid switch,,,,,,,,,,,,,,part type,solenoid switch parts,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1
Crompton  1 HP Mini Sergeant Motor,brand,Crompton,part type,motor,horsepower,1 HP,size,mini,series,Sergeant,,,,,,,,,,,,,,power,1 hp,brand,crompton,model name/number,mini sergeant,product,motor,,,,,,,,brand,Crompton,part type,motor,horsepower,1 HP,model name/number,Mini Sergeant,,,,,,,,,,,,1,3,1,3,3,3,5
1450 Rpm 1 Hp Motor Cg Make,brand,Cg,part type,motor,rpm,1450 Rpm,horsepower,1 Hp,,,,,,,,,,,,,,,,power,1 hp,speed,1450 rpm,brand,cg,product,1 hp motor,,,,,,,,brand,Cg,horsepower,1 Hp,rpm,1450,part type,motor,,,,,,,,,,,,1,4,1,3,3,3,4
"Motor Lamination V-4, 92.5-50-28",part type,motor lamination,model name/number,V-4,size,92.5-50-28,,,,,,,,,,,,,,,,,,product,motor lamination,,,,,,,,,,,,,,model name/number,V-4,part type,Motor Lamination,,,,,,,,,,,,,,,,0,2,0,2,1,2,3
Crompton  3HP 1440RPM  Foot Cum Flange Motor,brand,Crompton,part type,motor,horsepower,3HP,rpm,1440RPM,mounting type,foot cum flange,,,,,,,,,,,,,,speed,1440rpm,power,3hp,brand,crompton,motor type,cum,mounting type,foot,product,foot cum flange motor,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,3,0,5
Stepper Motor Controller,part type,motor controller,driven type,stepper,,,,,,,,,,,,,,,,,,,,motor type,stepper,product,stepper motor controller,,,,,,,,,,,,part type,controller,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,2
kirloskar 10 hp 1440 rpm original motor,brand,kirloskar,part type,motor,horsepower,10 hp,rpm,1440 rpm,feature,original,,,,,,,,,,,,,,power,10 hp,speed,1440 rpm,brand,kirloskar,product,original,,,,,,,,brand,kirloskar,horsepower,10 hp,rpm,1440,part type,motor,,,,,,,,,,,,1,4,1,3,4,3,5
Single Phase Flange Mounted,phase,single,mounting type,flange mounted,,,,,,,,,,,,,,,,,,,,mounting type,flange,phase,single phase,product,flange mounted,,,,,,,,,,phase,Single Phase,mounting type,flange mounted,,,,,,,,,,,,,,,,2,2,0,1,1,1,2
PANASONIC MOTOR,brand,PANASONIC,part type,motor,,,,,,,,,,,,,,,,,,,,part type,motor,brand,panasonic,product,panasonic,,,,,,,,,,brand,PANASONIC,part type,motor,,,,,,,,,,,,,,,,2,2,2,2,2,2,2
Worm Gearbox Motors,part type,motor,driven type,worm gearbox,,,,,,,,,,,,,,,,,,,,gearing arrangement type,worm,product,worm gearbox motors,,,,,,,,,,,,part type,motor,driven type,worm gearbox,,,,,,,,,,,,,,,,0,2,0,2,0,2,2
Piston Nebulizer Motor,part type,motor,usage,piston nebulizer,,,,,,,,,,,,,,,,,,,,product,piston nebulizer,compressor type,piston,,,,,,,,,,,,part type,motor,usage,Piston Nebulizer,,,,,,,,,,,,,,,,0,2,0,2,1,2,2
"Motor Lamination V-6, 137-72-29",part type,motor lamination,model name/number,V-6,size,137-72-29,,,,,,,,,,,,,,,,,,usage,motor,model name/number,"v-6, 137-72-29",product,motor lamination,,,,,,,,,,part type,Motor Lamination,model name/number,"V-6, 137-72-29",,,,,,,,,,,,,,,,1,2,0,1,1,1,3
Crompton 2HP  Flange Mounted  Motor,brand,Crompton,part type,motor,horsepower,2HP,mounting type,flange mounted,,,,,,,,,,,,,,,,power,2hp,brand,crompton,mounting type,flange,product,flange mounted motor,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,2,0,4
mgm brake motors,brand,mgm,part type,motor,feature,brake,,,,,,,,,,,,,,,,,,motor type,brake,brand,mgm,product,brake motors,,,,,,,,,,part type,brake motors,brand,mgm,,,,,,,,,,,,,,,,1,2,1,1,2,1,3
Crompton Single Phase 0.5 HP Flange Motor,brand,Crompton,part type,motor,phase,single,horsepower,0.5 HP,mounting type,flange,,,,,,,,,,,,,,power,0.5 hp,brand,crompton,mounting type,flange,phase,single phase,product,flange motor,,,,,,part type,motor,brand,Crompton,phase,Single Phase,horsepower,0.5 HP,mounting type,Flange,,,,,,,,,,3,5,2,4,3,4,5
