query,gold_key,gold_value,qmeans_value,v6_value,qmeans_match,v6_match
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,model name/number,1FK2106-3AF11-1SA0,,SIMOTICS S-1FK2 1FK2106-3AF11-1SA0,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,power,2.3 kW,,2.3 kW,FALSE,TRUE
Crompton Induction Motors,brand,Crompton,crompton,Crompton,TRUE,TRUE
Crompton Induction Motors,part type,motor,,motor,FALSE,TRUE
Crompton Induction Motors,driven type,induction,,induction,FALSE,TRUE
nema 17 0.9 degree,part type,motor,,,FALSE,FALSE
nema 17 0.9 degree,frame size,nema 17,,,FALSE,FALSE
nema 17 0.9 degree,step angle,0.9 degree,,,FALSE,FALSE
ABB Auto- Lek Ail 94022 A Solenoid Switch,brand,ABB,abb,,TRUE,FALSE
ABB Auto- Lek Ail 94022 A Solenoid Switch,part type,solenoid switch,,,FALSE,FALSE
ABB Auto- Lek Ail 94022 A Solenoid Switch,model name/number,Auto- Lek Ail 94022 A,,,FALSE,FALSE
Three phase,phase,3,three phase,Three phase,FALSE,FALSE
nema 17 0.9 degree 22mm lenth,part type,motor,,nema 17,FALSE,FALSE
nema 17 0.9 degree 22mm lenth,frame size,nema 17,,,FALSE,FALSE
nema 17 0.9 degree 22mm lenth,step angle,0.9 degree,,,FALSE,FALSE
nema 17 0.9 degree 22mm lenth,length,22mm,,,FALSE,FALSE
New Series Allen Bradley Soft Starter,brand,Allen Bradley,allen bradley,,TRUE,FALSE
New Series Allen Bradley Soft Starter,part type,starter,,,FALSE,FALSE
New Series Allen Bradley Soft Starter,starter type,soft,soft starter,,FALSE,FALSE
New Series Allen Bradley Soft Starter,feature,new series,,,FALSE,FALSE
1 for business use piece ABB Soft Starters,brand,ABB,abb,ABB,TRUE,TRUE
1 for business use piece ABB Soft Starters,part type,starter,,soft starters,FALSE,FALSE
1 for business use piece ABB Soft Starters,starter type,soft,soft,,TRUE,FALSE
1 for business use piece ABB Soft Starters,quantity,1,,1,FALSE,TRUE
bolero ac motor,part type,motor,,,FALSE,FALSE
bolero ac motor,power source,ac,,,FALSE,FALSE
bolero ac motor,usage,bolero,,,FALSE,FALSE
150c43nbd smc3 soft starter,part type,starter,,soft starter,FALSE,FALSE
150c43nbd smc3 soft starter,starter type,soft,soft starter,,FALSE,FALSE
150c43nbd smc3 soft starter,model name/number,150c43nbd,150c43nbd,150c43nbd,TRUE,TRUE
150c43nbd smc3 soft starter,series,smc3,smc3,,TRUE,FALSE
lt mk1 dol motor starter,brand,lt,,lt,FALSE,TRUE
lt mk1 dol motor starter,part type,motor starter,,motor starter,FALSE,TRUE
lt mk1 dol motor starter,model name/number,mk1,,mk1,FALSE,TRUE
lt mk1 dol motor starter,starter type,dol,dol,,TRUE,FALSE
Eaton Orbital Motor,brand,Eaton,eaton,Eaton,TRUE,TRUE
Eaton Orbital Motor,part type,motor,,motor,FALSE,TRUE
Eaton Orbital Motor,driven type,orbital,,,FALSE,FALSE
automatic gate motor,part type,motor,,gate motor,FALSE,FALSE
automatic gate motor,usage,gate,gate,,TRUE,FALSE
automatic gate motor,feature,automatic,,automatic,FALSE,TRUE
Door Motor .,part type,motor,,Door Motor,FALSE,FALSE
Door Motor .,usage,door,door,,TRUE,FALSE
23a paramoon motor starter,brand,paramoon,paramoon,paramoon,TRUE,TRUE
23a paramoon motor starter,part type,motor starter,,motor starter,FALSE,TRUE
23a paramoon motor starter,current,23a,23a,23a,TRUE,TRUE
electrical motor for boats,part type,motor,,motor,FALSE,TRUE
electrical motor for boats,power source,electric,electrical,electrical,FALSE,FALSE
electrical motor for boats,usage,boats,boats,boats,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0 0.75 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0 0.75 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0 0.75 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0 0.75 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0 0.75 kW,model name/number,1FK2104-5AF00-1SB0,1fk2104-5af00-1sb0,SIMOTICS S-1FK2 1FK2104-5AF00-1SB0,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0 0.75 kW,power,0.75 kW,0.75 kw,0.75 kW,TRUE,TRUE
"Absolute Shaft Encoder, Series ENA 8 / 13",part type,encoder,,shaft encoder,FALSE,FALSE
"Absolute Shaft Encoder, Series ENA 8 / 13",feature,absolute shaft,,,FALSE,FALSE
"Absolute Shaft Encoder, Series ENA 8 / 13",series,ENA 8 / 13,,ENA 8 / 13,FALSE,TRUE
Permanent Magnet. tech,feature,permanent magnet,,Permanent Magnet,FALSE,TRUE
INVT Servo Motor,brand,INVT,invt,INVT,TRUE,TRUE
INVT Servo Motor,part type,motor,,servo motor,FALSE,FALSE
INVT Servo Motor,driven type,servo,,,FALSE,FALSE
1.5 KW Halcyon Three Phase Induction Motor,brand,Halcyon,halcyon,,TRUE,FALSE
1.5 KW Halcyon Three Phase Induction Motor,part type,motor,,,FALSE,FALSE
1.5 KW Halcyon Three Phase Induction Motor,power,1.5 KW,,,FALSE,FALSE
1.5 KW Halcyon Three Phase Induction Motor,phase,3,,,FALSE,FALSE
1.5 KW Halcyon Three Phase Induction Motor,driven type,induction,,,FALSE,FALSE
5 sliding piece 800 kg Gate Motor,part type,motor,,,FALSE,FALSE
5 sliding piece 800 kg Gate Motor,usage,sliding gate,gate,,FALSE,FALSE
5 sliding piece 800 kg Gate Motor,weight capacity,800 kg,800 kg,,TRUE,FALSE
5 sliding piece 800 kg Gate Motor,quantity,5,,,FALSE,FALSE
Synchronous Transformer,part type,transformer,,,FALSE,FALSE
Synchronous Transformer,feature,synchronous,,,FALSE,FALSE
FHP Motor,part type,motor,motor,motor,TRUE,TRUE
FHP Motor,feature,FHP,,FHP,FALSE,TRUE
5HP Single Phase Buffing Machine Motor,part type,motor,,,FALSE,FALSE
5HP Single Phase Buffing Machine Motor,horsepower,5HP,,,FALSE,FALSE
5HP Single Phase Buffing Machine Motor,phase,single,single phase,,FALSE,FALSE
5HP Single Phase Buffing Machine Motor,usage,buffing machine,,,FALSE,FALSE
Motor Brakes,part type,motor brakes,,motor brakes,FALSE,TRUE
1hp three phase ac vibration motor,part type,motor,,,FALSE,FALSE
1hp three phase ac vibration motor,horsepower,1hp,,,FALSE,FALSE
1hp three phase ac vibration motor,phase,3,three phase,,FALSE,FALSE
1hp three phase ac vibration motor,power source,ac,,,FALSE,FALSE
1hp three phase ac vibration motor,feature,vibration,,,FALSE,FALSE
Explosion Proof Motors,part type,motor,,,FALSE,FALSE
Explosion Proof Motors,feature,explosion proof,,Explosion Proof,FALSE,TRUE
Aei/Marathon Motor Brush Holder,brand,Aei; Marathon,,Aei/Marathon,FALSE,FALSE
Aei/Marathon Motor Brush Holder,part type,brush holder,,brush holder,FALSE,TRUE
Aei/Marathon Motor Brush Holder,usage,motor,,,FALSE,FALSE
75 Hp Induction Motor,part type,motor,,motor,FALSE,TRUE
75 Hp Induction Motor,horsepower,75 Hp,,75 Hp,FALSE,TRUE
75 Hp Induction Motor,driven type,induction,,induction,FALSE,TRUE
Squirrel Cage Motors,part type,motor,,motor,FALSE,TRUE
Squirrel Cage Motors,driven type,squirrel cage,,squirrel cage,FALSE,TRUE
Pneumatic Diaphragm Actuator,part type,actuator,,actuator,FALSE,TRUE
Pneumatic Diaphragm Actuator,power source,pneumatic,pneumatic,,TRUE,FALSE
Pneumatic Diaphragm Actuator,driven type,diaphragm,,pneumatic diaphragm,FALSE,FALSE
3 phase motor starter oil free,part type,motor starter,,motor starter,FALSE,TRUE
3 phase motor starter oil free,phase,3,3 phase,3 phase,FALSE,FALSE
3 phase motor starter oil free,feature,oil free,,oil free,FALSE,TRUE
3 phase motor starter near jodhpur oil free,part type,motor starter,,motor starter,FALSE,TRUE
3 phase motor starter near jodhpur oil free,phase,3,3 phase,3 phase,FALSE,FALSE
3 phase motor starter near jodhpur oil free,feature,oil free,,oil free,FALSE,TRUE
3 phase motor starter near jodhpur oil free,location/city,jodhpur,,,FALSE,FALSE
12 Inch 3000W Scooter Brushless DC Wheel Hub Motor Controller,part type,motor controller,,motor controller,FALSE,TRUE
12 Inch 3000W Scooter Brushless DC Wheel Hub Motor Controller,size,12 Inch,,12 Inch,FALSE,TRUE
12 Inch 3000W Scooter Brushless DC Wheel Hub Motor Controller,power,3000W,3000w,3000W,TRUE,TRUE
12 Inch 3000W Scooter Brushless DC Wheel Hub Motor Controller,usage,scooter wheel hub,scooter,,FALSE,FALSE
12 Inch 3000W Scooter Brushless DC Wheel Hub Motor Controller,driven type,brushless,,brushless,FALSE,TRUE
12 Inch 3000W Scooter Brushless DC Wheel Hub Motor Controller,power source,DC,,,FALSE,FALSE
helical geared motor 2hp,part type,motor,,,FALSE,FALSE
helical geared motor 2hp,driven type,helical geared,,,FALSE,FALSE
helical geared motor 2hp,horsepower,2hp,,,FALSE,FALSE
helical geared motor 2hp near hyderabad,part type,motor,,,FALSE,FALSE
helical geared motor 2hp near hyderabad,driven type,helical geared,,,FALSE,FALSE
helical geared motor 2hp near hyderabad,horsepower,2hp,,,FALSE,FALSE
helical geared motor 2hp near hyderabad,location/city,hyderabad,,,FALSE,FALSE
deep electricals vibrator motor,brand,deep electricals,deep electricals,deep electricals,TRUE,TRUE
deep electricals vibrator motor,part type,motor,,motor,FALSE,TRUE
deep electricals vibrator motor,feature,vibrator,,,FALSE,FALSE
Single Phase Digital Motor Starter,part type,motor starter,,motor starter,FALSE,TRUE
Single Phase Digital Motor Starter,phase,single,single phase,Single Phase,FALSE,FALSE
Single Phase Digital Motor Starter,feature,digital,,Digital,FALSE,TRUE
motor starter spark,part type,motor starter,,motor starter,FALSE,TRUE
motor starter spark,feature,spark,,,FALSE,FALSE
Copper Carbon Brush For Slipring Motor,part type,carbon brush,,Carbon Brush,FALSE,TRUE
Copper Carbon Brush For Slipring Motor,material,copper,copper,Copper,TRUE,TRUE
Copper Carbon Brush For Slipring Motor,usage,slipring motor,slipring motor,Slipring Motor,TRUE,TRUE
750 rpm 1 0.18 kw marathon electric motor,brand,marathon,marathon,,TRUE,FALSE
750 rpm 1 0.18 kw marathon electric motor,part type,motor,,,FALSE,FALSE
750 rpm 1 0.18 kw marathon electric motor,rpm,750 rpm,,,FALSE,FALSE
750 rpm 1 0.18 kw marathon electric motor,power,0.18 kw,0.18 kw,,TRUE,FALSE
750 rpm 1 0.18 kw marathon electric motor,power source,electric,,,FALSE,FALSE
Moving Magnetic Linear Motor,part type,motor,,motor,FALSE,TRUE
Moving Magnetic Linear Motor,driven type,linear,,linear,FALSE,TRUE
Moving Magnetic Linear Motor,feature,moving magnetic,,moving magnetic,FALSE,TRUE
Abb Used Ac Motors,brand,Abb,abb,Abb,TRUE,TRUE
Abb Used Ac Motors,part type,motor,,motors,FALSE,FALSE
Abb Used Ac Motors,power source,Ac,,,FALSE,FALSE
Abb Used Ac Motors,feature,used,,,FALSE,FALSE
5 In 1 Magic Brush,part type,brush,,brush,FALSE,TRUE
5 In 1 Magic Brush,feature,5 In 1 magic,,5 In 1 Magic,FALSE,TRUE
Bonfiglioli A Series Gear Motor,brand,Bonfiglioli,bonfiglioli,Bonfiglioli,TRUE,TRUE
Bonfiglioli A Series Gear Motor,part type,motor,,motor,FALSE,TRUE
Bonfiglioli A Series Gear Motor,series,A,a series,A Series,FALSE,FALSE
Bonfiglioli A Series Gear Motor,driven type,geared,,Gear,FALSE,FALSE
Industrial Electric Motor,part type,motor,,motor,FALSE,TRUE
Industrial Electric Motor,power source,electric,electric,Electric,TRUE,TRUE
Industrial Electric Motor,application,industrial,,,FALSE,FALSE
High Speed Motor,part type,motor,motor,motor,TRUE,TRUE
High Speed Motor,feature,high speed,,High Speed,FALSE,TRUE
"7.5 kw 10 hp havells induction motor, 1440 rpm",brand,havells,havells,havells,TRUE,TRUE
"7.5 kw 10 hp havells induction motor, 1440 rpm",part type,motor,,motor,FALSE,TRUE
"7.5 kw 10 hp havells induction motor, 1440 rpm",power,7.5 kw,,7.5 kw,FALSE,TRUE
"7.5 kw 10 hp havells induction motor, 1440 rpm",horsepower,10 hp,,10 hp,FALSE,TRUE
"7.5 kw 10 hp havells induction motor, 1440 rpm",driven type,induction,,induction,FALSE,TRUE
"7.5 kw 10 hp havells induction motor, 1440 rpm",rpm,1440 rpm,,1440,FALSE,FALSE
Industrial%20Motors,part type,motor,,motors,FALSE,FALSE
Industrial%20Motors,application,industrial,,,FALSE,FALSE
Industrial%20Electric Motor,part type,motor,,motor,FALSE,TRUE
Industrial%20Electric Motor,power source,electric,,electric,FALSE,TRUE
Industrial%20Electric Motor,application,industrial,,,FALSE,FALSE
SIMOTICS 1FK7 1FK7043-4CH7 MOTER 1.2kW,part type,motor,,MOTER,FALSE,FALSE
SIMOTICS 1FK7 1FK7043-4CH7 MOTER 1.2kW,series,SIMOTICS 1FK7,,,FALSE,FALSE
SIMOTICS 1FK7 1FK7043-4CH7 MOTER 1.2kW,model name/number,1FK7043-4CH7,1fk7 1fk7043-4ch7,1FK7 1FK7043-4CH7,FALSE,FALSE
SIMOTICS 1FK7 1FK7043-4CH7 MOTER 1.2kW,power,1.2kW,,1.2kW,FALSE,TRUE
electric motorized actuator,part type,actuator,,actuator,FALSE,TRUE
electric motorized actuator,power source,electric,electric,electric,TRUE,TRUE
electric motorized actuator,feature,motorized,,,FALSE,FALSE
armature of stanley sc-16,brand,stanley,stanley,stanley,TRUE,TRUE
armature of stanley sc-16,part type,armature,,armature,FALSE,TRUE
armature of stanley sc-16,model name/number,sc-16,,sc-16,FALSE,TRUE
high power dc water motors project,part type,motor,,water motors,FALSE,FALSE
high power dc water motors project,power source,dc,,dc,FALSE,TRUE
high power dc water motors project,usage,water; project,,project,FALSE,TRUE
high power dc water motors project,feature,high power,,high power,FALSE,TRUE
high power dc water motors for project near badlapur,part type,motor,,,FALSE,FALSE
high power dc water motors for project near badlapur,power source,dc,,,FALSE,FALSE
high power dc water motors for project near badlapur,usage,water; project,,water motors for project,FALSE,FALSE
high power dc water motors for project near badlapur,feature,high power,,,FALSE,FALSE
high power dc water motors for project near badlapur,location/city,badlapur,,badlapur,FALSE,TRUE
150HP 960 RPM ELECTRIC MOTOR,part type,motor,,motor,FALSE,TRUE
150HP 960 RPM ELECTRIC MOTOR,horsepower,150HP,,150HP,FALSE,TRUE
150HP 960 RPM ELECTRIC MOTOR,rpm,960 RPM,,960 RPM,FALSE,TRUE
150HP 960 RPM ELECTRIC MOTOR,power source,electric,,electric,FALSE,TRUE
30HP 960 RPM ELECTRIC MOTOR,part type,motor,,motor,FALSE,TRUE
30HP 960 RPM ELECTRIC MOTOR,horsepower,30HP,,30HP,FALSE,TRUE
30HP 960 RPM ELECTRIC MOTOR,rpm,960 RPM,,960 RPM,FALSE,TRUE
30HP 960 RPM ELECTRIC MOTOR,power source,electric,,electric,FALSE,TRUE
600 kg sliding gate motor,part type,motor,,,FALSE,FALSE
600 kg sliding gate motor,weight capacity,600 kg,600 kg,,TRUE,FALSE
600 kg sliding gate motor,usage,sliding gate,sliding gate,,TRUE,FALSE
75HP Face Mounted Motor Marathon,brand,Marathon,marathon,,TRUE,FALSE
75HP Face Mounted Motor Marathon,part type,motor,,,FALSE,FALSE
75HP Face Mounted Motor Marathon,horsepower,75HP,,,FALSE,FALSE
75HP Face Mounted Motor Marathon,mounting type,face mounted,,,FALSE,FALSE
high power dc motors,part type,motor,,dc motors,FALSE,FALSE
high power dc motors,power source,dc,,,FALSE,FALSE
high power dc motors,feature,high power,,,FALSE,FALSE
Switch Reluctance Motor,part type,motor,,,FALSE,FALSE
Switch Reluctance Motor,driven type,switch reluctance,,,FALSE,FALSE
Tower Fan Motor,part type,motor,motor,motor,TRUE,TRUE
Tower Fan Motor,usage,tower fan,tower fan,,TRUE,FALSE
315 KW 1450 RPM ELECTEIC MOTOR,part type,motor,,electric motor,FALSE,FALSE
315 KW 1450 RPM ELECTEIC MOTOR,power,315 KW,315 kw,315 KW,TRUE,TRUE
315 KW 1450 RPM ELECTEIC MOTOR,rpm,1450 RPM,,1450,FALSE,FALSE
315 KW 1450 RPM ELECTEIC MOTOR,power source,electric,,,FALSE,FALSE
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1QB1,part type,motor,,synchronous motor,FALSE,FALSE
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1QB1,series,SIMOTICS S 1FK7,,,FALSE,FALSE
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1QB1,driven type,synchronous,,,FALSE,FALSE
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1QB1,model name/number,1FK7081-3BF71-1QB1,1fk7 1fk7081-3bf71-1qb1,1FK7 1FK7081-3BF71-1QB1,FALSE,FALSE
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RH1,part type,motor,,synchronous motor,FALSE,FALSE
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RH1,series,SIMOTICS S 1FK7,,,FALSE,FALSE
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RH1,driven type,synchronous,,,FALSE,FALSE
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RH1,model name/number,1FK7081-3BF71-1RH1,1fk7 1fk7081-3bf71-1rh1,1FK7 1FK7081-3BF71-1RH1,FALSE,FALSE
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,brand,Sew,sew,Sew,TRUE,TRUE
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,part type,motor,,Brake Motor,FALSE,FALSE
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,phase,3,three phase,three phase,FALSE,FALSE
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,horsepower,1 hp,,1 hp,FALSE,TRUE
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,power,0.75 kw; 1.5 KW,1,0.75 kw; 1.5 KW,FALSE,TRUE
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,rpm,1440 rpm,,1440,FALSE,FALSE
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,feature,brake,,,FALSE,FALSE
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,quantity,1,,1 piece,FALSE,FALSE
3 HP 3 Phase Induction Motor 100%copper Winding,part type,motor,,,FALSE,FALSE
3 HP 3 Phase Induction Motor 100%copper Winding,horsepower,3 HP,,,FALSE,FALSE
3 HP 3 Phase Induction Motor 100%copper Winding,phase,3,,,FALSE,FALSE
3 HP 3 Phase Induction Motor 100%copper Winding,driven type,induction,,,FALSE,FALSE
3 HP 3 Phase Induction Motor 100%copper Winding,material,100% copper winding,,,FALSE,FALSE
Refrigerator Motor,part type,motor,motor,motor,TRUE,TRUE
Refrigerator Motor,usage,refrigerator,refrigerator,refrigerator,TRUE,TRUE
220hp 960 rpm ELECTRIC MOTOR,part type,motor,,motor,FALSE,TRUE
220hp 960 rpm ELECTRIC MOTOR,horsepower,220hp,,220hp,FALSE,TRUE
220hp 960 rpm ELECTRIC MOTOR,rpm,960 rpm,,960,FALSE,FALSE
220hp 960 rpm ELECTRIC MOTOR,power source,electric,,ELECTRIC,FALSE,TRUE
SIMOTICS S synchronous motor 1FK7- 1FK7103-3BC71-1QA1,part type,motor,,synchronous motor,FALSE,FALSE
SIMOTICS S synchronous motor 1FK7- 1FK7103-3BC71-1QA1,series,SIMOTICS S 1FK7,,,FALSE,FALSE
SIMOTICS S synchronous motor 1FK7- 1FK7103-3BC71-1QA1,driven type,synchronous,,,FALSE,FALSE
SIMOTICS S synchronous motor 1FK7- 1FK7103-3BC71-1QA1,model name/number,1FK7103-3BC71-1QA1,1fk7- 1fk7103-3bc71-1qa1,1FK7- 1FK7103-3BC71-1QA1,FALSE,FALSE
SIMOTICS S Synchronous motor 1FK7 1FK7103-2AC71-1RH1,part type,motor,,motor,FALSE,TRUE
SIMOTICS S Synchronous motor 1FK7 1FK7103-2AC71-1RH1,series,SIMOTICS S 1FK7,,,FALSE,FALSE
SIMOTICS S Synchronous motor 1FK7 1FK7103-2AC71-1RH1,driven type,synchronous,,Synchronous,FALSE,TRUE
SIMOTICS S Synchronous motor 1FK7 1FK7103-2AC71-1RH1,model name/number,1FK7103-2AC71-1RH1,1fk7 1fk7103-2ac71-1rh1,1FK7 1FK7103-2AC71-1RH1,FALSE,FALSE
Face Mounted Motor marathon 75hp,brand,marathon,marathon,marathon,TRUE,TRUE
Face Mounted Motor marathon 75hp,part type,motor,,Face Mounted Motor,FALSE,FALSE
Face Mounted Motor marathon 75hp,mounting type,face mounted,face,,FALSE,FALSE
Face Mounted Motor marathon 75hp,horsepower,75hp,,75hp,FALSE,TRUE
Solenoid Switches,part type,solenoid switches,,solenoid switches,FALSE,TRUE
Linear Motor,part type,motor,,motor,FALSE,TRUE
Linear Motor,driven type,linear,,,FALSE,FALSE
200KW Flange Induction Motor,part type,motor,,,FALSE,FALSE
200KW Flange Induction Motor,power,200KW,,,FALSE,FALSE
200KW Flange Induction Motor,mounting type,flange,flange,,TRUE,FALSE
200KW Flange Induction Motor,driven type,induction,,,FALSE,FALSE
valve positioner,part type,valve positioner,,valve positioner,FALSE,TRUE
rotex positioner,brand,rotex,rotex,rotex,TRUE,TRUE
rotex positioner,part type,positioner,,positioner,FALSE,TRUE
AC Slip Ring Induction Motor,part type,motor,,motor,FALSE,TRUE
AC Slip Ring Induction Motor,power source,AC,,,FALSE,FALSE
AC Slip Ring Induction Motor,driven type,slip ring induction,,AC Slip Ring Induction,FALSE,FALSE
4HP Single Phase Electric Motor 220-240V 50-60Hz for Air Compressor,part type,motor,,motor,FALSE,TRUE
4HP Single Phase Electric Motor 220-240V 50-60Hz for Air Compressor,horsepower,4HP,,4HP,FALSE,TRUE
4HP Single Phase Electric Motor 220-240V 50-60Hz for Air Compressor,phase,single,,Single Phase,FALSE,FALSE
4HP Single Phase Electric Motor 220-240V 50-60Hz for Air Compressor,power source,electric,electric,,TRUE,FALSE
4HP Single Phase Electric Motor 220-240V 50-60Hz for Air Compressor,voltage,220-240V,220-240v,220-240V,TRUE,TRUE
4HP Single Phase Electric Motor 220-240V 50-60Hz for Air Compressor,frequency,50-60Hz,50-60hz,50-60Hz,TRUE,TRUE
4HP Single Phase Electric Motor 220-240V 50-60Hz for Air Compressor,usage,air compressor,air compressor,Air Compressor,TRUE,TRUE
Crompton  1.5HP 2800RPM  Foot Mounted Motor,brand,Crompton,crompton,,TRUE,FALSE
Crompton  1.5HP 2800RPM  Foot Mounted Motor,part type,motor,,,FALSE,FALSE
Crompton  1.5HP 2800RPM  Foot Mounted Motor,horsepower,1.5HP,,,FALSE,FALSE
Crompton  1.5HP 2800RPM  Foot Mounted Motor,rpm,2800RPM,,,FALSE,FALSE
Crompton  1.5HP 2800RPM  Foot Mounted Motor,mounting type,foot mounted,foot,,FALSE,FALSE
Vending machine parts geair motor DC,part type,motor,,motor,FALSE,TRUE
Vending machine parts geair motor DC,driven type,geared,,geair,FALSE,FALSE
Vending machine parts geair motor DC,power source,DC,,DC,FALSE,TRUE
Vending machine parts geair motor DC,usage,vending machine parts,vending machine,vending machine parts,FALSE,TRUE
15 hp motor,part type,motor,motor,,TRUE,FALSE
15 hp motor,horsepower,15 hp,,,FALSE,FALSE
VSI motor,part type,motor,motor,motor,TRUE,TRUE
VSI motor,model name/number,VSI,,VSI,FALSE,TRUE
Indo Cooler Motor Silver line,brand,Indo,indo,Indo,TRUE,TRUE
Indo Cooler Motor Silver line,part type,motor,,motor,FALSE,TRUE
Indo Cooler Motor Silver line,usage,cooler,cooler motor,,FALSE,FALSE
