success,query,gemini_dataset_attr_count,gemini_dataset_isq_list,gemini_dataset_isq_pipe,gemini_dataset_raw_output,error
True,herbal extraction plant under 50000,0,[],,"```python
[]
```",
True,herbal extraction plant near kolhapur under 50000,2,"['[""herbal extraction:usage/application:specification""', '""india:country of origin:specification""]']","[""herbal extraction:usage/application:specification"" | ""india:country of origin:specification""]","```python
[""herbal extraction:usage/application:specification"", ""india:country of origin:specification""]
```",
True,Bopp Film Production Line,0,[],,"```python
[]
```",
True,Aqua Regia Gold Refining System Capacity(kg): 5 Kg,2,"['[""5 kg:capacity(kg):specification""', '""aqua regia:refining method:specification""]']","[""5 kg:capacity(kg):specification"" | ""aqua regia:refining method:specification""]","```python
[""5 kg:capacity(kg):specification"", ""aqua regia:refining method:specification""]
```",
True,automatic stainless steel twin screw extruder  electric  production capacity: up to 100 kghr,5,"['[""automatic:automation grade:specification""', '""stainless steel:body material:specification""', '""twin screw:screw design:specification""', '""electric:power source:specification""', '""up to 100 kg/hr:production capacity:specification""]']","[""automatic:automation grade:specification"" | ""stainless steel:body material:specification"" | ""twin screw:screw design:specification"" | ""electric:power source:specification"" | ""up to 100 kg/hr:production capacity:specification""]","```python
[""automatic:automation grade:specification"", ""stainless steel:body material:specification"", ""twin screw:screw design:specification"", ""electric:power source:specification"", ""up to 100 kg/hr:production capacity:specification""]
```",
True,"Automatic Stainless steel Twin Screw Extruder, Electric, Production Capacity: Up To 100 kg/hr",5,"['[""automatic:automation grade:specification""', '""stainless steel:body material:specification""', '""twin screw:type of extruder:specification""', '""electric:power source:specification""', '""100 kg/hr:production capacity:specification""]']","[""automatic:automation grade:specification"" | ""stainless steel:body material:specification"" | ""twin screw:type of extruder:specification"" | ""electric:power source:specification"" | ""100 kg/hr:production capacity:specification""]","```python
[""automatic:automation grade:specification"", ""stainless steel:body material:specification"", ""twin screw:type of extruder:specification"", ""electric:power source:specification"", ""100 kg/hr:production capacity:specification""]
```",
True,Pvc Pipe Twin Screw Extruder Machine,4,"['[""pvc:plastic processed:specification""', '""twin screw:screw design:specification""', '""extruder:plastic processed:specification""', '""machine:product type:specification""]']","[""pvc:plastic processed:specification"" | ""twin screw:screw design:specification"" | ""extruder:plastic processed:specification"" | ""machine:product type:specification""]","```python
[""pvc:plastic processed:specification"", ""twin screw:screw design:specification"", ""extruder:plastic processed:specification"", ""machine:product type:specification""]
```",
True,Conical Twin Screw Extruder for PVC Profile,4,"['[""conical:screw design:specification""', '""twin screw:screw design:specification""', '""pvc:plastic processed:specification""', '""profile extruder:type:specification""]']","[""conical:screw design:specification"" | ""twin screw:screw design:specification"" | ""pvc:plastic processed:specification"" | ""profile extruder:type:specification""]","```python
[""conical:screw design:specification"", ""twin screw:screw design:specification"", ""pvc:plastic processed:specification"", ""profile extruder:type:specification""]
```",
True,conical twin screw extruder for pvc profile  50-100 hp  production capacity: 70- 250 kghr,4,"['[""conical:screw design:specification""', '""twin screw:screw design:specification""', '""50-100 hp:motor power:specification""', '""70- 250 kghr:production capacity:specification""]']","[""conical:screw design:specification"" | ""twin screw:screw design:specification"" | ""50-100 hp:motor power:specification"" | ""70- 250 kghr:production capacity:specification""]","```python
[""conical:screw design:specification"", ""twin screw:screw design:specification"", ""50-100 hp:motor power:specification"", ""70- 250 kghr:production capacity:specification""]
```",
True,"Conical Twin Screw Extruder for PVC Profile, 50-100 HP, Production Capacity: 70- 250 Kg/Hr",4,"['[""conical:screw design:specification""', '""twin screw:screw design:specification""', '""50-100:machine power:specification""', '""70- 250:output(kg/hr):specification""]']","[""conical:screw design:specification"" | ""twin screw:screw design:specification"" | ""50-100:machine power:specification"" | ""70- 250:output(kg/hr):specification""]","```python
[""conical:screw design:specification"", ""twin screw:screw design:specification"", ""50-100:machine power:specification"", ""70- 250:output(kg/hr):specification""]
```",
True,pvc twin screw extruder machine 200 mm,3,"['[""pvc:plastic processed:specification""', '""twin screw:screw design:specification""', '""200 mm:diameter:specification""]']","[""pvc:plastic processed:specification"" | ""twin screw:screw design:specification"" | ""200 mm:diameter:specification""]","```python
[""pvc:plastic processed:specification"", ""twin screw:screw design:specification"", ""200 mm:diameter:specification""]
```",
True,pvc twin screw extruder machine,4,"['pvc:plastic processed:specification', 'twin screw:screw design:specification', 'extruder:plastic processed:specification', 'machine:product type:specification']",pvc:plastic processed:specification | twin screw:screw design:specification | extruder:plastic processed:specification | machine:product type:specification,"[""pvc:plastic processed:specification"", ""twin screw:screw design:specification"", ""extruder:plastic processed:specification"", ""machine:product type:specification""]",
True,Complete Aluminium Extrusion Plant,2,"['aluminium extrusion:usage/application:specification', 'plant type:plant type:specification']",aluminium extrusion:usage/application:specification | plant type:plant type:specification,"[""aluminium extrusion:usage/application:specification"", ""plant type:plant type:specification""]",
True,aqua regia gold refining system  capacity(kg): 5 kg,2,"['[""5 kg:capacity(kg):specification""', '""aqua regia:process type:specification""]']","[""5 kg:capacity(kg):specification"" | ""aqua regia:process type:specification""]","```python
[""5 kg:capacity(kg):specification"", ""aqua regia:process type:specification""]
```",
True,"Aqua Regia Gold Refining System, Capacity(kg): 5 kg",2,"['[""5 kg:capacity(kg):specification""', '""aqua regia:process type:specification""]']","[""5 kg:capacity(kg):specification"" | ""aqua regia:process type:specification""]","```python
[""5 kg:capacity(kg):specification"", ""aqua regia:process type:specification""]
```",
True,full extruder for pet,0,[],,"```python
[]
```",
True,Monobloc Extruder,0,[],,"```python
[]
```",
True,Soxtron Oil Estimation System,0,[],,"```python
[]
```",
True,Gxtract 96 Nucleic Acid Extraction System,0,[],,"```python
[]
```",
True,Bopp film machine,0,[],,"```python
[]
```",
True,cashew shell oil extraction plant,0,[],,"```python
[]
```",
True,cnsl oil extraction plant,0,[],,"```python
[]
```",
True,mulching film manufacturing machine,1,['mulch film:usage/application:specification'],mulch film:usage/application:specification,"[""mulch film:usage/application:specification""]",
True,extruder machine second hand,1,['second hand only:i deal in:specification'],second hand only:i deal in:specification,"[""second hand only:i deal in:specification""]",
True,extrusion monolayer blown warkig opreterfilm machine,0,[],,"```python
[]
```",
True,"ashok plastic extrusion monolayer blown film machine, for industrial",4,"['[""plastic:material to be extruded:specification""', '""monolayer:layer:specification""', '""blown film extrusion machine:machine type:specification""', '""industrial:usage/application:specification""]']","[""plastic:material to be extruded:specification"" | ""monolayer:layer:specification"" | ""blown film extrusion machine:machine type:specification"" | ""industrial:usage/application:specification""]","```python
[""plastic:material to be extruded:specification"", ""monolayer:layer:specification"", ""blown film extrusion machine:machine type:specification"", ""industrial:usage/application:specification""]
```",
True,580 kg/hr Plastic Blown Film Machine,2,"['[""580 kg/hr:production capacity:specification""', '""plastic:material to be extruded:specification""]']","[""580 kg/hr:production capacity:specification"" | ""plastic:material to be extruded:specification""]","```python
[""580 kg/hr:production capacity:specification"", ""plastic:material to be extruded:specification""]
```",
True,WPC Deck Board Extrusion Line,0,[],,"```python
[]
```",
