success,query,gemini_attr_count,gemini_isq_list,gemini_isq_pipe,gemini_raw_output
True,Jockey Extruder,1,['extruder:type:specification'],extruder:type:specification,"[""extruder:type:specification""]"
True,Ccv Line,2,"['ccv:type:specification', 'line:type:specification']",ccv:type:specification | line:type:specification,"[""ccv:type:specification"", ""line:type:specification""]"
True,masterbatch twin screw extruder,2,"['masterbatch:material:specification', 'twin screw extruder:type:specification']",masterbatch:material:specification | twin screw extruder:type:specification,"[""masterbatch:material:specification"", ""twin screw extruder:type:specification""]"
True,twin+screw+extruder,2,"['twin screw:type:specification', 'extruder:type:specification']",twin screw:type:specification | extruder:type:specification,"[""twin screw:type:specification"", ""extruder:type:specification""]"
True,Profile Extruder Machine,2,"['extruder:type:specification', 'profile:shape:specification']",extruder:type:specification | profile:shape:specification,"[""extruder:type:specification"", ""profile:shape:specification""]"
True,Gold Refinery Consultant,2,"['gold:usage:specification', 'refinery:type:specification']",gold:usage:specification | refinery:type:specification,"[""gold:usage:specification"", ""refinery:type:specification""]"
True,Nederman BenchTop Extraction Arm FX2  50 Original,4,"['extraction arm:type:specification', 'Nederman:brand:specification', 'FX2:model:specification', '50:size:specification']",extraction arm:type:specification | Nederman:brand:specification | FX2:model:specification | 50:size:specification,"[""extraction arm:type:specification"", ""Nederman:brand:specification"", ""FX2:model:specification"", ""50:size:specification""]"
True,waluj,1,['waluj:location:specification'],waluj:location:specification,"[""waluj:location:specification""]"
True,CARNIFORCYL LIQUID (,2,"['carniforcly:product:specification', 'liquid:form:specification']",carniforcly:product:specification | liquid:form:specification,"[""carniforcly:product:specification"", ""liquid:form:specification""]"
True,twin-screw extruder,2,"['twin-screw:type:specification', 'extruder:type:specification']",twin-screw:type:specification | extruder:type:specification,"[""twin-screw:type:specification"", ""extruder:type:specification""]"
True,gold processing machine,2,"['gold:usage:specification', 'processing:type:specification']",gold:usage:specification | processing:type:specification,"[""gold:usage:specification"", ""processing:type:specification""]"
True,cleaning ingre,1,['cleaning:usage:specification'],cleaning:usage:specification,"[""cleaning:usage:specification""]"
True,Zinc Recovery Systems,2,"['zinc:material:specification', 'recovery:type:specification']",zinc:material:specification | recovery:type:specification,"[""zinc:material:specification"", ""recovery:type:specification""]"
True,100 no table top extruders,3,"['table top:type:specification', 'extruder:type:specification', '100:quantity:numeric']",table top:type:specification | extruder:type:specification | 100:quantity:numeric,"[""table top:type:specification"", ""extruder:type:specification"", ""100:quantity:numeric""]"
True,100 table top extruders,3,"['table top:type:specification', '100:quantity:numeric', 'extruder:type:specification']",table top:type:specification | 100:quantity:numeric | extruder:type:specification,"[""table top:type:specification"", ""100:quantity:numeric"", ""extruder:type:specification""]"
True,cable extruder for strip linning,3,"['cable:product:specification', 'extruder:type:specification', 'strip linning:usage:specification']",cable:product:specification | extruder:type:specification | strip linning:usage:specification,"[""cable:product:specification"", ""extruder:type:specification"", ""strip linning:usage:specification""]"
True,concrete mixer patiala hammerman engg co,3,"['[""concrete mixer:product:specification""', '""patiala:location:specification""', '""hammerman engg co:brand:specification""]']","[""concrete mixer:product:specification"" | ""patiala:location:specification"" | ""hammerman engg co:brand:specification""]","```
[""concrete mixer:product:specification"", ""patiala:location:specification"", ""hammerman engg co:brand:specification""]
```"
True,Milacron TC 80 Conical Screw Extrusion System,5,"['milacron:brand:specification', 'tc 80:model:specification', 'conical screw:type:specification', 'extrusion:machine type:specification', 'system:type:specification']",milacron:brand:specification | tc 80:model:specification | conical screw:type:specification | extrusion:machine type:specification | system:type:specification,"[""milacron:brand:specification"", ""tc 80:model:specification"", ""conical screw:type:specification"", ""extrusion:machine type:specification"", ""system:type:specification""]"
True,silver refinery bangalore,3,"['silver:usage:specification', 'refinery:type:specification', 'bangalore:location:specification']",silver:usage:specification | refinery:type:specification | bangalore:location:specification,"[""silver:usage:specification"", ""refinery:type:specification"", ""bangalore:location:specification""]"
True,herbal extraction plant under 50000,3,"['herbal:usage:specification', 'extraction:type:specification', '50000:price:numeric']",herbal:usage:specification | extraction:type:specification | 50000:price:numeric,"[""herbal:usage:specification"", ""extraction:type:specification"", ""50000:price:numeric""]"
True,herbal extraction plant near kolhapur under 50000,4,"['[""herbal:usage:specification""', '""extraction:type:specification""', '""kolhapur:location:specification""', '""50000:price:specification""]']","[""herbal:usage:specification"" | ""extraction:type:specification"" | ""kolhapur:location:specification"" | ""50000:price:specification""]","```
[""herbal:usage:specification"", ""extraction:type:specification"", ""kolhapur:location:specification"", ""50000:price:specification""]
```"
True,Bopp Film Production Line,2,"['bopp film:material:specification', 'production line:type:specification']",bopp film:material:specification | production line:type:specification,"[""bopp film:material:specification"", ""production line:type:specification""]"
True,Aqua Regia Gold Refining System Capacity(kg): 5 Kg,3,"['[""aqua regia:material:specification""', '""gold refining:usage:specification""', '""5 kg:capacity:numeric""]']","[""aqua regia:material:specification"" | ""gold refining:usage:specification"" | ""5 kg:capacity:numeric""]","```
[""aqua regia:material:specification"", ""gold refining:usage:specification"", ""5 kg:capacity:numeric""]
```"
True,automatic stainless steel twin screw extruder  electric  production capacity: up to 100 kghr,5,"['[""stainless steel:material:specification""', '""twin screw:type:specification""', '""extruder:type:specification""', '""electric:power_source:specification""', '""100 kghr:capacity:specification""]']","[""stainless steel:material:specification"" | ""twin screw:type:specification"" | ""extruder:type:specification"" | ""electric:power_source:specification"" | ""100 kghr:capacity:specification""]","```
[""stainless steel:material:specification"", ""twin screw:type:specification"", ""extruder:type:specification"", ""electric:power_source:specification"", ""100 kghr:capacity:specification""]
```"
True,"Automatic Stainless steel Twin Screw Extruder, Electric, Production Capacity: Up To 100 kg/hr",5,"['[""stainless steel:material:specification""', '""twin screw:type:specification""', '""extruder:type:specification""', '""electric:power_source:specification""', '""100 kg/hr:capacity:specification""]']","[""stainless steel:material:specification"" | ""twin screw:type:specification"" | ""extruder:type:specification"" | ""electric:power_source:specification"" | ""100 kg/hr:capacity:specification""]","```
[""stainless steel:material:specification"", ""twin screw:type:specification"", ""extruder:type:specification"", ""electric:power_source:specification"", ""100 kg/hr:capacity:specification""]
```"
