pc_item_name,glcat_mcat_id,glcat_mcat_name
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
,177266,Foot Mounted Motor
Samarth GSM Mobile Starter,161896,Mobile Starter
Rolling Shutter Motor,77612,Rolling Shutter Motor
Rolling Shutter Motor,77612,Rolling Shutter Motor
Rolling Shutter Motor,77612,Rolling Shutter Motor
Quarter Turn Flame Proof Electrical Actuators,183590,Electric Rotary Actuators
,181114,ABB Electric Motor
,181114,ABB Electric Motor
,181114,ABB Electric Motor
,181114,ABB Electric Motor
,192305,Induction Motor Body
,192305,Induction Motor Body
Rotary Actuator,36873,Rotary Actuators
Rotary Actuator,36873,Rotary Actuators
,33567,Motor Starter
Compage BRL-340/3 400 Volts Torque Motor,448,Servo Motor
Compage BRL-340/3 400 Volts Torque Motor,448,Servo Motor
Compage BRL-340/3 400 Volts Torque Motor,448,Servo Motor
,26266,DOL Starter
,33567,Motor Starter
,33567,Motor Starter
,181114,ABB Electric Motor
,181114,ABB Electric Motor
,181114,ABB Electric Motor
,181114,ABB Electric Motor
,177266,Foot Mounted Motor
DC Motor Commutator,106204,Commutator
,192305,Induction Motor Body
,192305,Induction Motor Body
Rolling Shutter Motor,77612,Rolling Shutter Motor
Damper Actuators,183591,Damper Actuators
,52911,Gear Head Motor
,52911,Gear Head Motor
,52911,Gear Head Motor
Electric Cooler Fan Motor,52897,Cooler Motor
,43309,Inline Geared Motor
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Electric Motor,1274,Electric Motor
Single Phase Cooler Motor,52897,Cooler Motor
,52897,Cooler Motor
,1274,Electric Motor
AC Double Reduction Gear Motor,21549,AC Geared Motor
Moog Ec3848 High Speed Slip Ring,37229,Slip Rings
Moog Ec3848 High Speed Slip Ring,37229,Slip Rings
Damper Actuators,183591,Damper Actuators
Moog Ec3848 High Speed Slip Ring,37229,Slip Rings
Moog Ec3848 High Speed Slip Ring,37229,Slip Rings
Moog Ec3848 High Speed Slip Ring,37229,Slip Rings
Electric Motor,1274,Electric Motor
Single Phase Cooler Motor,52897,Cooler Motor
Single Phase Cooler Motor,52897,Cooler Motor
Quarter Turn Flame Proof Electrical Actuators,183590,Electric Rotary Actuators
Quarter Turn Flame Proof Electrical Actuators,183590,Electric Rotary Actuators
AC Double Reduction Gear Motor,21549,AC Geared Motor
AC Double Reduction Gear Motor,21549,AC Geared Motor
AC Double Reduction Gear Motor,21549,AC Geared Motor
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Electric Three Phase Motors,52930,Three Phase Electric Motor
Electric Three Phase Motors,52930,Three Phase Electric Motor
Rolling Mill Motors,138045,Rolling Mill Motor
DC Motor Commutator,106204,Commutator
,26266,DOL Starter
Electric Motor,1274,Electric Motor
,444,AC Motor
Samarth GSM Mobile Starter,161896,Mobile Starter
Single Phase Cooler Motor,52897,Cooler Motor
Single Phase Cooler Motor,52897,Cooler Motor
Single Phase Cooler Motor,52897,Cooler Motor
Flange Mounted Electric Motors,6408,Flange Motors
Flange Mounted Electric Motors,6408,Flange Motors
Flange Mounted Electric Motors,6408,Flange Motors
Flange Mounted Electric Motors,6408,Flange Motors
Quarter Turn Flame Proof Electrical Actuators,183590,Electric Rotary Actuators
,52897,Cooler Motor
,52897,Cooler Motor
Plate Type Terminal,137749,Motor Terminal Plate
Swing Cooler Motor,52897,Cooler Motor
,1274,Electric Motor
,1274,Electric Motor
,1274,Electric Motor
,1274,Electric Motor
ABB ELECTRIC MOTOR ie3 45 kw 60 hp 960 rpm,181114,ABB Electric Motor
1.5HP Crompton  Industrial Motor,193884,Crompton Greaves Industrial Motors
1.5HP Crompton  Industrial Motor,193884,Crompton Greaves Industrial Motors
Single Phase Control Starter,226793,Single Phase Motor Starter
Low Speed Motors,9484,Single Phase Motors
1.5HP Crompton  Industrial Motor,193884,Crompton Greaves Industrial Motors
1.5HP Crompton  Industrial Motor,193884,Crompton Greaves Industrial Motors
Nord Geared Motors,206076,Nord Geared Motors
Nord Geared Motors,206076,Nord Geared Motors
CROMTECH Aluminium Cooler Motor,52897,Cooler Motor
CROMTECH Aluminium Cooler Motor,52897,Cooler Motor
Electric Three Phase Motors,52930,Three Phase Electric Motor
,1274,Electric Motor
,1274,Electric Motor
,1274,Electric Motor
,444,AC Motor
,55772,Carbon Brush Holder
,43309,Inline Geared Motor
,43309,Inline Geared Motor
Electric Three Phase Motors,52930,Three Phase Electric Motor
Electric Three Phase Motors,52930,Three Phase Electric Motor
Electric Three Phase Motors,52930,Three Phase Electric Motor
Pneumatic Rotary Actuator,183587,Pneumatic Rotary Actuators
,32106,Low Voltage Motor
,32106,Low Voltage Motor
,32106,Low Voltage Motor
Nord Geared Motors,206076,Nord Geared Motors
Nord Geared Motors,206076,Nord Geared Motors
,32106,Low Voltage Motor
18 Way Electric Enclosure Terminal Plate,137749,Motor Terminal Plate
Single Phase AC Induction Motor,9483,Single Phase Induction Motor
Single Phase AC Induction Motor,9483,Single Phase Induction Motor
Plate Type Terminal,137749,Motor Terminal Plate
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Pneumatic Motor,18228,Pneumatic Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
High Voltage Ac Motor,177165,High Voltage Motor
,1274,Electric Motor
,1274,Electric Motor
,1274,Electric Motor
55mm Mixer Grinder Motor,84526,Mixer Grinder Motor
Aluminium Moter Body,137795,Electric Motor Body
40W PMDC Gear Motor,183437,PMDC Geared Motor
40W PMDC Gear Motor,183437,PMDC Geared Motor
Solid & hollow Shaft Encoder,30451,Hollow Shaft Encoders
Solid & hollow Shaft Encoder,30451,Hollow Shaft Encoders
Solid & hollow Shaft Encoder,30451,Hollow Shaft Encoders
Solid & hollow Shaft Encoder,30451,Hollow Shaft Encoders
Solid & hollow Shaft Encoder,30451,Hollow Shaft Encoders
Solid & hollow Shaft Encoder,30451,Hollow Shaft Encoders
Solid & hollow Shaft Encoder,30451,Hollow Shaft Encoders
Solid & hollow Shaft Encoder,30451,Hollow Shaft Encoders
Solid & hollow Shaft Encoder,30451,Hollow Shaft Encoders
Cast Iron Three Phase Electric Motor,52895,Cast Iron AC Motor
CG Crompton 30 HP 1440 rpm,126348,Crompton Greaves Motor
36W DC Motor,445,DC Motor
Spring Charging Motor-CGL VCB,161463,Spring Charging Motor
Swing Motor M2X170,10834,Hydraulic Motor
Incremental Hollow Shaft Encoder,30451,Hollow Shaft Encoders
Cast Iron Three Phase Electric Motor,52895,Cast Iron AC Motor
Maharaja Mixer Carbon Brushes,903,Carbon Brush
Incremental Hollow Shaft Encoder,30451,Hollow Shaft Encoders
CG Crompton 30 HP 1440 rpm,126348,Crompton Greaves Motor
CGL breaker spring charging motor,161463,Spring Charging Motor
3 HP Three Phase Loading Arrangement DC Motor,52930,Three Phase Electric Motor
3 HP Three Phase Loading Arrangement DC Motor,52930,Three Phase Electric Motor
3 HP Three Phase Loading Arrangement DC Motor,52930,Three Phase Electric Motor
36W DC Motor,445,DC Motor
Spring Charging Motor-CGL VCB,161463,Spring Charging Motor
Cast Iron Three Phase Electric Motor,52895,Cast Iron AC Motor
Incremental Hollow Shaft Encoder,30451,Hollow Shaft Encoders
Three Phase Cooling Tower Motor,131722,Cooling Tower Motors
Motor Starter,33567,Motor Starter
Synergy YJF16 Refrigerator Fan Motor,186074,Refrigerator Motor
Synergy YJF16 Refrigerator Fan Motor,186074,Refrigerator Motor
Synergy YJF16 Refrigerator Fan Motor,186074,Refrigerator Motor
Synergy YJF16 Refrigerator Fan Motor,186074,Refrigerator Motor
Carbon Brush,903,Carbon Brush
Dc Brake Motors foot mounted,177266,Foot Mounted Motor
Carbon Brush,903,Carbon Brush
Electric Motor Body,137795,Electric Motor Body
Electric Motor Body,137795,Electric Motor Body
CG Crompton 30 HP 1440 rpm,126348,Crompton Greaves Motor
Electric Motor Body,137795,Electric Motor Body
CG Power Crompton Greaves Industrial Flame Proof Motors - IE2 / IE3 Effiency,126348,Crompton Greaves Motor
CG Crompton 30 HP 1440 rpm,126348,Crompton Greaves Motor
Incremental Hollow Shaft Encoder,30451,Hollow Shaft Encoders
CG Power Crompton Greaves Industrial Flame Proof Motors - IE2 / IE3 Effiency,126348,Crompton Greaves Motor
Dc Brake Motors foot mounted,177266,Foot Mounted Motor
3 HP Three Phase Loading Arrangement DC Motor,52930,Three Phase Electric Motor
36W DC Motor,445,DC Motor
Electric Motor Body,137795,Electric Motor Body
Cast Iron Three Phase Electric Motor,52895,Cast Iron AC Motor
Maharaja Mixer Carbon Brushes,903,Carbon Brush
CG Power Crompton Greaves Industrial Flame Proof Motors - IE2 / IE3 Effiency,126348,Crompton Greaves Motor
Cast Iron Three Phase Electric Motor,52895,Cast Iron AC Motor
Cast Iron Three Phase Electric Motor,52895,Cast Iron AC Motor
Electric Motor Body,137795,Electric Motor Body
Electric Motor Body,137795,Electric Motor Body
Swing Motor M2X170,10834,Hydraulic Motor
Cast Iron Three Phase Electric Motor,52895,Cast Iron AC Motor
Electric Motor Body,137795,Electric Motor Body
CG Crompton 30 HP 1440 rpm,126348,Crompton Greaves Motor
CG Power Crompton Greaves Industrial Flame Proof Motors - IE2 / IE3 Effiency,126348,Crompton Greaves Motor
CG Power Crompton Greaves Industrial Flame Proof Motors - IE2 / IE3 Effiency,126348,Crompton Greaves Motor
Maharaja Mixer Carbon Brushes,903,Carbon Brush
Maharaja Mixer Carbon Brushes,903,Carbon Brush
Maharaja Mixer Carbon Brushes,903,Carbon Brush
Maharaja Mixer Carbon Brushes,903,Carbon Brush
Incremental Hollow Shaft Encoder,30451,Hollow Shaft Encoders
3 HP Three Phase Loading Arrangement DC Motor,52930,Three Phase Electric Motor
3 HP Three Phase Loading Arrangement DC Motor,52930,Three Phase Electric Motor
36W DC Motor,445,DC Motor
36W DC Motor,445,DC Motor
36W DC Motor,445,DC Motor
36W DC Motor,445,DC Motor
36W DC Motor,445,DC Motor
Spring Charging Motor-CGL VCB,161463,Spring Charging Motor
Spring Charging Motor-CGL VCB,161463,Spring Charging Motor
Carbon Brush,903,Carbon Brush
Incremental Hollow Shaft Encoder,30451,Hollow Shaft Encoders
Incremental Hollow Shaft Encoder,30451,Hollow Shaft Encoders
Incremental Hollow Shaft Encoder,30451,Hollow Shaft Encoders
Incremental Hollow Shaft Encoder,30451,Hollow Shaft Encoders
Cast Iron Three Phase Electric Motor,52895,Cast Iron AC Motor
CG Crompton 30 HP 1440 rpm,126348,Crompton Greaves Motor
CG Crompton 30 HP 1440 rpm,126348,Crompton Greaves Motor
Cast Iron Three Phase Electric Motor,52895,Cast Iron AC Motor
Dc Brake Motors foot mounted,177266,Foot Mounted Motor
CG Power Crompton Greaves Industrial Flame Proof Motors - IE2 / IE3 Effiency,126348,Crompton Greaves Motor
CG Power Crompton Greaves Industrial Flame Proof Motors - IE2 / IE3 Effiency,126348,Crompton Greaves Motor
Dc Brake Motors foot mounted,177266,Foot Mounted Motor
Dc Brake Motors foot mounted,177266,Foot Mounted Motor
Incremental Hollow Shaft Encoder,30451,Hollow Shaft Encoders
Incremental Hollow Shaft Encoder,30451,Hollow Shaft Encoders
Incremental Hollow Shaft Encoder,30451,Hollow Shaft Encoders
Cast Iron Three Phase Electric Motor,52895,Cast Iron AC Motor
Cast Iron Three Phase Electric Motor,52895,Cast Iron AC Motor
Dc Brake Motors foot mounted,177266,Foot Mounted Motor
Dc Brake Motors foot mounted,177266,Foot Mounted Motor
Dc Brake Motors foot mounted,177266,Foot Mounted Motor
Dc Brake Motors foot mounted,177266,Foot Mounted Motor
Dc Brake Motors foot mounted,177266,Foot Mounted Motor
Maharaja Mixer Carbon Brushes,903,Carbon Brush
Carbon Brush,903,Carbon Brush
Carbon Brush,903,Carbon Brush
Dc Brake Motors foot mounted,177266,Foot Mounted Motor
GBH 2-20 Hammer Drill Carbon Brushes,903,Carbon Brush
CGL breaker spring charging motor,161463,Spring Charging Motor
CGL breaker spring charging motor,161463,Spring Charging Motor
3 HP Three Phase Loading Arrangement DC Motor,52930,Three Phase Electric Motor
3 HP Three Phase Loading Arrangement DC Motor,52930,Three Phase Electric Motor
36W DC Motor,445,DC Motor
36W DC Motor,445,DC Motor
36W DC Motor,445,DC Motor
36W DC Motor,445,DC Motor
Spring Charging Motor-CGL VCB,161463,Spring Charging Motor
Spring Charging Motor-CGL VCB,161463,Spring Charging Motor
Motor Starter,33567,Motor Starter
Three Phase Cooling Tower Motor,131722,Cooling Tower Motors
Motor Starter,33567,Motor Starter
Motor Starter,33567,Motor Starter
Synergy YJF16 Refrigerator Fan Motor,186074,Refrigerator Motor
Synergy YJF16 Refrigerator Fan Motor,186074,Refrigerator Motor
CG Power Crompton Greaves Industrial Flame Proof Motors - IE2 / IE3 Effiency,126348,Crompton Greaves Motor
Motor Starter,33567,Motor Starter
Three Phase Cooling Tower Motor,131722,Cooling Tower Motors
Cast Iron Three Phase Electric Motor,52895,Cast Iron AC Motor
CG Power Crompton Greaves Industrial Flame Proof Motors - IE2 / IE3 Effiency,126348,Crompton Greaves Motor
CG Power Crompton Greaves Industrial Flame Proof Motors - IE2 / IE3 Effiency,126348,Crompton Greaves Motor
CG Power Crompton Greaves Industrial Flame Proof Motors - IE2 / IE3 Effiency,126348,Crompton Greaves Motor
GBH 2-20 Hammer Drill Carbon Brushes,903,Carbon Brush
Nema23 Closed Loop Integrated Stepper Motor Kit - Jss57,18794,Stepper Motor
CG Power Crompton Greaves Industrial Flame Proof Motors - IE2 / IE3 Effiency,126348,Crompton Greaves Motor
CG Power Crompton Greaves Industrial Flame Proof Motors - IE2 / IE3 Effiency,126348,Crompton Greaves Motor
Dc Brake Motors foot mounted,177266,Foot Mounted Motor
CG Power Crompton Greaves Industrial Flame Proof Motors - IE2 / IE3 Effiency,126348,Crompton Greaves Motor
GBH 2-20 Hammer Drill Carbon Brushes,903,Carbon Brush
220 V Electric Actuator,27216,Electric Actuator
220 V Electric Actuator,27216,Electric Actuator
220 V Electric Actuator,27216,Electric Actuator
Induction Motor 860 KW,10971,Induction Motors
Belimo Damper Actuator LM230A,189943,Belimo Actuator
Siemens Positioner Sipart Ps100,147007,Electro Pneumatic Valve Positioner
Induction Motor 860 KW,10971,Induction Motors
Mayr 800.410.3 S Motor safety brake,33323,Motor Brakes
Rexroth A2fm Series Hydraulic Motor,10834,Hydraulic Motor
DOWMAX ME350 MODEL HYDRAULIC MOTOR,10834,Hydraulic Motor
7.5HP Single Phase Space Motor Starter,226793,Single Phase Motor Starter
2.5HP Flour Mill Electric Motor,182597,Flour Mill Electric Motor
Procon Power Flame Proof DOL Starter,26266,DOL Starter
AC Servo Motor BCH2MM2023CA6C,14970,AC Servo Motor
DC Motor Carbon Brushes,133005,DC Motor Carbon Brushes
Ac Outdoor Fan Motor,146600,AC Fan Motor
Crompton NEMA 56 Single Phase Motor,9484,Single Phase Motors
Electric Motor,52930,Three Phase Electric Motor
Pneumatic Actuator,5084,Pneumatic Actuators
Electric Motor,52930,Three Phase Electric Motor
,39979,Toy Motor
DC Motor Carbon Brushes,133005,DC Motor Carbon Brushes
2 HP  Single Phase  Induction Motor,9483,Single Phase Induction Motor
Delta Servo Motor,193996,Delta Servo Motors
Delta Servo Motor,193996,Delta Servo Motors
Single Phase Ac Motor,9483,Single Phase Induction Motor
"2hp,Three,Phase,1440rpm Motors,100%Copper,Winding",2415,Three Phase Motor
Siemens (IE3) 5.5 KW Make TEFC Squirrel Cage Motor,38675,Squirrel Cage Motors
,37229,Slip Rings
Foot Mounted Motor,177266,Foot Mounted Motor
"2hp,Three,Phase,1440rpm Motors,100%Copper,Winding",2415,Three Phase Motor
,37228,Slip Ring Motor
,37228,Slip Ring Motor
Richmat HJA51S Linear Actuator,32181,Linear Actuator
Bonfiglioli Ac Gear Motor,177266,Foot Mounted Motor
Rexroth A2fm Series Hydraulic Motor,10834,Hydraulic Motor
Crompton Greaves Three Phase Motor,126348,Crompton Greaves Motor
Crompton Greaves Three Phase Motor,126348,Crompton Greaves Motor
Havells AC Motor,203384,Havells AC Motor
Havells AC Motor,203384,Havells AC Motor
Esrdns 142mm Diameter 3 Blade Nylon Glass Fiber Build Fan Propeller For 12v Ccw Dc Motor,188276,DC Motor Spare
220 V Electric Actuator,27216,Electric Actuator
ABB AC Motor,181114,ABB Electric Motor
ABB AC Motor,181114,ABB Electric Motor
BF70-64LRW/DHE13LA4-S/ES125HN_7.5 KW_O/P SPEED 18 _S.F 1.3_FOOT : HOLLOW  SHAFT 80 MM_H1-II/A,29373,Gear Motor
Richmat HJA51S Linear Actuator,32181,Linear Actuator
,41500,Worm Geared Motor
Iron Cooler Motor Cover,117875,Motor Cover
Electro Craft Magnetic Servo Motor S26-2b With Angular Potentiometer Position Sensor Ip-6501-a502,13275,DC Servo Motor
Richmat HJA51S Linear Actuator,32181,Linear Actuator
BF70-64LRW/DHE13LA4-S/ES125HN_7.5 KW_O/P SPEED 18 _S.F 1.3_FOOT : HOLLOW  SHAFT 80 MM_H1-II/A,29373,Gear Motor
BF70-64LRW/DHE13LA4-S/ES125HN_7.5 KW_O/P SPEED 18 _S.F 1.3_FOOT : HOLLOW  SHAFT 80 MM_H1-II/A,29373,Gear Motor
BF70-64LRW/DHE13LA4-S/ES125HN_7.5 KW_O/P SPEED 18 _S.F 1.3_FOOT : HOLLOW  SHAFT 80 MM_H1-II/A,29373,Gear Motor
Havells AC Motor,203384,Havells AC Motor
Electro Craft Magnetic Servo Motor S26-2b With Angular Potentiometer Position Sensor Ip-6501-a502,13275,DC Servo Motor
,37229,Slip Rings
,38084,Spindle Motors
,38084,Spindle Motors
220 V Electric Actuator,27216,Electric Actuator
Siemens Positioner Sipart Ps100,147007,Electro Pneumatic Valve Positioner
Stepper Motor,18794,Stepper Motor
Stepper Motor,18794,Stepper Motor
Stepper Motor,18794,Stepper Motor
Stepper Motor,18794,Stepper Motor
Induction Motor 860 KW,10971,Induction Motors
Induction Motor 860 KW,10971,Induction Motors
,41500,Worm Geared Motor
,38084,Spindle Motors
Crompton Greaves Three Phase Motor,126348,Crompton Greaves Motor
